order_id,created_at,customer,country,status,amount,currency,notes
100088,2026-01-01T03:20:56.000Z,klient304,US,pending,429.63,EUR,Zamówienie 88
100089,2026-01-01T03:23:13.000Z,klient263,FR,paid,707.35,USD,Zamówienie 89
100090,2026-01-01T03:25:30.000Z,klient515,PL,shipped,788.83,PLN,
100091,2026-01-01T03:27:47.000Z,klient756,DE,delivered,396.51,EUR,Zamówienie 91
100092,2026-01-01T03:30:04.000Z,klient393,GB,pending,558.14,USD,Zamówienie 92
100093,2026-01-01T03:32:21.000Z,klient837,US,paid,440.52,PLN,Zamówienie 93
100094,2026-01-01T03:34:38.000Z,klient591,FR,shipped,129.91,EUR,Zamówienie 94
100095,2026-01-01T03:36:55.000Z,klient623,PL,delivered,312.64,USD,Zamówienie 95
100096,2026-01-01T03:39:12.000Z,klient548,DE,pending,684.82,PLN,
100097,2026-01-01T03:41:29.000Z,klient345,GB,paid,236.31,EUR,Zamówienie 97
100098,2026-01-01T03:43:46.000Z,klient81,US,shipped,546.77,USD,Zamówienie 98
100099,2026-01-01T03:46:03.000Z,klient658,FR,delivered,771.70,PLN,Zamówienie 99
100100,2026-01-01T03:48:20.000Z,klient285,PL,pending,207.71,EUR,Zamówienie 100
100101,2026-01-01T03:50:37.000Z,klient60,DE,paid,576.29,USD,Zamówienie 101
100102,2026-01-01T03:52:54.000Z,klient833,GB,shipped,627.35,PLN,
100103,2026-01-01T03:55:11.000Z,klient745,US,delivered,770.19,EUR,Zamówienie 103
100104,2026-01-01T03:57:28.000Z,klient203,FR,pending,783.01,USD,Zamówienie 104
100105,2026-01-01T03:59:45.000Z,klient254,PL,paid,430.74,PLN,Zamówienie 105
100106,2026-01-01T04:02:02.000Z,klient351,DE,shipped,570.85,EUR,"Uwaga: ""pilne"", sprawdzić"
100107,2026-01-01T04:04:19.000Z,klient684,GB,delivered,498.98,USD,Zamówienie 107
100108,2026-01-01T04:06:36.000Z,klient652,US,pending,497.20,PLN,
100109,2026-01-01T04:08:53.000Z,klient534,FR,paid,217.53,EUR,Zamówienie 109
100110,2026-01-01T04:11:10.000Z,klient748,PL,shipped,386.08,USD,Zamówienie 110
100111,2026-01-01T04:13:27.000Z,klient125,DE,delivered,578.03,PLN,Zamówienie 111
100112,2026-01-01T04:15:44.000Z,klient417,GB,pending,447.63,EUR,Zamówienie 112
100113,2026-01-01T04:18:01.000Z,klient496,US,paid,710.42,USD,Zamówienie 113
100114,2026-01-01T04:20:18.000Z,klient857,FR,shipped,122.64,PLN,
100115,2026-01-01T04:22:35.000Z,klient91,PL,delivered,229.53,EUR,Zamówienie 115
100116,2026-01-01T04:24:52.000Z,klient471,DE,pending,314.21,USD,Zamówienie 116
100117,2026-01-01T04:27:09.000Z,klient819,GB,paid,685.81,PLN,Zamówienie 117
100118,2026-01-01T04:29:26.000Z,klient477,US,shipped,726.37,EUR,Zamówienie 118
100119,2026-01-01T04:31:43.000Z,klient250,FR,delivered,394.50,USD,Zamówienie 119
100120,2026-01-01T04:34:00.000Z,klient833,PL,pending,540.74,PLN,
100121,2026-01-01T04:36:17.000Z,klient716,DE,paid,266.83,EUR,Zamówienie 121
100122,2026-01-01T04:38:34.000Z,klient818,GB,shipped,775.70,USD,Zamówienie 122
100123,2026-01-01T04:40:51.000Z,klient758,US,delivered,2.14,PLN,Zamówienie 123
100124,2026-01-01T04:43:08.000Z,klient150,FR,pending,602.10,EUR,Zamówienie 124
100125,2026-01-01T04:45:25.000Z,klient94,PL,paid,66.02,USD,Zamówienie 125
100126,2026-01-01T04:47:42.000Z,klient820,DE,shipped,217.02,PLN,
100127,2026-01-01T04:49:59.000Z,klient530,GB,delivered,209.74,EUR,Zamówienie 127
100128,2026-01-01T04:52:16.000Z,klient714,US,pending,575.67,USD,Zamówienie 128
100129,2026-01-01T04:54:33.000Z,klient51,FR,paid,357.33,PLN,Zamówienie 129
100130,2026-01-01T04:56:50.000Z,klient881,PL,shipped,65.90,EUR,Zamówienie 130
100131,2026-01-01T04:59:07.000Z,klient76,DE,delivered,304.96,USD,Zamówienie 131
100132,2026-01-01T05:01:24.000Z,klient710,GB,pending,553.05,PLN,
100133,2026-01-01T05:03:41.000Z,klient244,US,paid,398.03,EUR,Zamówienie 133
100134,2026-01-01T05:05:58.000Z,klient95,FR,shipped,386.15,USD,Zamówienie 134
100135,2026-01-01T05:08:15.000Z,klient393,PL,delivered,435.41,PLN,Zamówienie 135
100136,2026-01-01T05:10:32.000Z,klient151,DE,pending,617.82,EUR,Zamówienie 136
100137,2026-01-01T05:12:49.000Z,klient272,GB,paid,553.48,USD,Zamówienie 137
100138,2026-01-01T05:15:06.000Z,klient749,US,shipped,29.56,PLN,
100139,2026-01-01T05:17:23.000Z,klient163,FR,delivered,573.75,EUR,Zamówienie 139
100140,2026-01-01T05:19:40.000Z,klient803,PL,pending,225.51,USD,Zamówienie 140
100141,2026-01-01T05:21:57.000Z,klient755,DE,paid,515.48,PLN,Zamówienie 141
100142,2026-01-01T05:24:14.000Z,klient290,GB,shipped,75.82,EUR,Zamówienie 142
100143,2026-01-01T05:26:31.000Z,klient96,US,delivered,790.72,USD,Zamówienie 143
100144,2026-01-01T05:28:48.000Z,klient624,FR,pending,206.21,PLN,
100145,2026-01-01T05:31:05.000Z,klient466,PL,paid,56.64,EUR,Zamówienie 145
100146,2026-01-01T05:33:22.000Z,klient464,DE,shipped,341.19,USD,Zamówienie 146
100147,2026-01-01T05:35:39.000Z,klient701,GB,delivered,129.82,PLN,Zamówienie 147
100148,2026-01-01T05:37:56.000Z,klient667,US,pending,136.37,EUR,Zamówienie 148
100149,2026-01-01T05:40:13.000Z,klient214,FR,paid,163.71,USD,Zamówienie 149
100150,2026-01-01T05:42:30.000Z,klient792,PL,shipped,24.64,PLN,
100151,2026-01-01T05:44:47.000Z,klient30,DE,delivered,752.22,EUR,Zamówienie 151
100152,2026-01-01T05:47:04.000Z,klient828,GB,pending,386.99,USD,Zamówienie 152
100153,2026-01-01T05:49:21.000Z,klient518,US,paid,564.06,PLN,Zamówienie 153
100154,2026-01-01T05:51:38.000Z,klient153,FR,shipped,414.46,EUR,Zamówienie 154
100155,2026-01-01T05:53:55.000Z,klient67,PL,delivered,476.22,USD,Zamówienie 155
100156,2026-01-01T05:56:12.000Z,klient649,DE,pending,676.16,PLN,
100157,2026-01-01T05:58:29.000Z,klient62,GB,paid,456.14,EUR,Zamówienie 157
100158,2026-01-01T06:00:46.000Z,klient333,US,shipped,44.63,USD,Zamówienie 158
100159,2026-01-01T06:03:03.000Z,klient828,FR,delivered,218.25,PLN,"Uwaga: ""pilne"", sprawdzić"
100160,2026-01-01T06:05:20.000Z,klient139,PL,pending,226.81,EUR,Zamówienie 160
100161,2026-01-01T06:07:37.000Z,klient312,DE,paid,634.64,USD,Zamówienie 161
100162,2026-01-01T06:09:54.000Z,klient741,GB,shipped,692.83,PLN,
100163,2026-01-01T06:12:11.000Z,klient696,US,delivered,566.16,EUR,Zamówienie 163
100164,2026-01-01T06:14:28.000Z,klient778,FR,pending,510.08,USD,Zamówienie 164
100165,2026-01-01T06:16:45.000Z,klient631,PL,paid,550.44,PLN,Zamówienie 165
100166,2026-01-01T06:19:02.000Z,klient277,DE,shipped,322.66,EUR,Zamówienie 166
100167,2026-01-01T06:21:19.000Z,klient593,GB,delivered,261.91,USD,Zamówienie 167
100168,2026-01-01T06:23:36.000Z,klient217,US,pending,397.21,PLN,
100169,2026-01-01T06:25:53.000Z,klient538,FR,paid,540.14,EUR,Zamówienie 169
100170,2026-01-01T06:28:10.000Z,klient383,PL,shipped,568.94,USD,Zamówienie 170
100171,2026-01-01T06:30:27.000Z,klient217,DE,delivered,590.33,PLN,Zamówienie 171
100172,2026-01-01T06:32:44.000Z,klient467,GB,pending,352.12,EUR,Zamówienie 172
100173,2026-01-01T06:35:01.000Z,klient352,US,paid,652.43,USD,Zamówienie 173
100174,2026-01-01T06:37:18.000Z,klient112,FR,shipped,443.12,PLN,
100175,2026-01-01T06:39:35.000Z,klient486,PL,delivered,527.59,EUR,Zamówienie 175
100176,2026-01-01T06:41:52.000Z,klient564,DE,pending,62.19,USD,Zamówienie 176
100177,2026-01-01T06:44:09.000Z,klient376,GB,paid,756.20,PLN,Zamówienie 177
100178,2026-01-01T06:46:26.000Z,klient641,US,shipped,409.47,EUR,Zamówienie 178
100179,2026-01-01T06:48:43.000Z,klient625,FR,delivered,253.08,USD,Zamówienie 179
100180,2026-01-01T06:51:00.000Z,klient878,PL,pending,50.40,PLN,
100181,2026-01-01T06:53:17.000Z,klient686,DE,paid,357.26,EUR,Zamówienie 181
100182,2026-01-01T06:55:34.000Z,klient202,GB,shipped,393.77,USD,Zamówienie 182
100183,2026-01-01T06:57:51.000Z,klient202,US,delivered,683.86,PLN,Zamówienie 183
100184,2026-01-01T07:00:08.000Z,klient899,FR,pending,427.66,EUR,Zamówienie 184
100185,2026-01-01T07:02:25.000Z,klient850,PL,paid,133.20,USD,Zamówienie 185
100186,2026-01-01T07:04:42.000Z,klient433,DE,shipped,139.18,PLN,
100187,2026-01-01T07:06:59.000Z,klient38,GB,delivered,561.16,EUR,Zamówienie 187
100188,2026-01-01T07:09:16.000Z,klient686,US,pending,172.77,USD,Zamówienie 188
100189,2026-01-01T07:11:33.000Z,klient5,FR,paid,385.56,PLN,Zamówienie 189
100190,2026-01-01T07:13:50.000Z,klient598,PL,shipped,249.57,EUR,Zamówienie 190
100191,2026-01-01T07:16:07.000Z,klient482,DE,delivered,752.24,USD,Zamówienie 191
100192,2026-01-01T07:18:24.000Z,klient264,GB,pending,440.89,PLN,
100193,2026-01-01T07:20:41.000Z,klient625,US,paid,240.05,EUR,Zamówienie 193
100194,2026-01-01T07:22:58.000Z,klient93,FR,shipped,507.62,USD,Zamówienie 194
100195,2026-01-01T07:25:15.000Z,klient107,PL,delivered,437.44,PLN,Zamówienie 195
100196,2026-01-01T07:27:32.000Z,klient408,DE,pending,537.61,EUR,Zamówienie 196
100197,2026-01-01T07:29:49.000Z,klient736,GB,paid,592.98,USD,Zamówienie 197
100198,2026-01-01T07:32:06.000Z,klient517,US,shipped,621.67,PLN,
100199,2026-01-01T07:34:23.000Z,klient474,FR,delivered,602.11,EUR,Zamówienie 199
100200,2026-01-01T07:36:40.000Z,klient552,PL,pending,492.01,USD,Zamówienie 200
100201,2026-01-01T07:38:57.000Z,klient539,DE,paid,540.12,PLN,Zamówienie 201
100202,2026-01-01T07:41:14.000Z,klient687,GB,shipped,577.72,EUR,Zamówienie 202
100203,2026-01-01T07:43:31.000Z,klient788,US,delivered,687.44,USD,Zamówienie 203
100204,2026-01-01T07:45:48.000Z,klient607,FR,pending,501.40,PLN,
100205,2026-01-01T07:48:05.000Z,klient135,PL,paid,203.98,EUR,Zamówienie 205
100206,2026-01-01T07:50:22.000Z,klient894,DE,shipped,162.71,USD,Zamówienie 206
100207,2026-01-01T07:52:39.000Z,klient815,GB,delivered,30.18,PLN,Zamówienie 207
100208,2026-01-01T07:54:56.000Z,klient672,US,pending,414.93,EUR,Zamówienie 208
100209,2026-01-01T07:57:13.000Z,klient742,FR,paid,217.05,USD,Zamówienie 209
100210,2026-01-01T07:59:30.000Z,klient164,PL,shipped,261.76,PLN,
100211,2026-01-01T08:01:47.000Z,klient630,DE,delivered,516.67,EUR,Zamówienie 211
100212,2026-01-01T08:04:04.000Z,klient295,GB,pending,86.27,USD,"Uwaga: ""pilne"", sprawdzić"
100213,2026-01-01T08:06:21.000Z,klient280,US,paid,750.71,PLN,Zamówienie 213
100214,2026-01-01T08:08:38.000Z,klient85,FR,shipped,120.94,EUR,Zamówienie 214
100215,2026-01-01T08:10:55.000Z,klient227,PL,delivered,586.27,USD,Zamówienie 215
100216,2026-01-01T08:13:12.000Z,klient0,DE,pending,571.44,PLN,
100217,2026-01-01T08:15:29.000Z,klient3,GB,paid,781.05,EUR,Zamówienie 217
100218,2026-01-01T08:17:46.000Z,klient457,US,shipped,777.18,USD,Zamówienie 218
100219,2026-01-01T08:20:03.000Z,klient548,FR,delivered,308.86,PLN,Zamówienie 219
100220,2026-01-01T08:22:20.000Z,klient693,PL,pending,219.92,EUR,Zamówienie 220
100221,2026-01-01T08:24:37.000Z,klient330,DE,paid,529.26,USD,Zamówienie 221
100222,2026-01-01T08:26:54.000Z,klient688,GB,shipped,431.63,PLN,
100223,2026-01-01T08:29:11.000Z,klient664,US,delivered,304.08,EUR,Zamówienie 223
100224,2026-01-01T08:31:28.000Z,klient552,FR,pending,196.93,USD,Zamówienie 224
100225,2026-01-01T08:33:45.000Z,klient57,PL,paid,318.94,PLN,Zamówienie 225
100226,2026-01-01T08:36:02.000Z,klient202,DE,shipped,609.89,EUR,Zamówienie 226
100227,2026-01-01T08:38:19.000Z,klient146,GB,delivered,259.30,USD,Zamówienie 227
100228,2026-01-01T08:40:36.000Z,klient87,US,pending,267.87,PLN,
100229,2026-01-01T08:42:53.000Z,klient840,FR,paid,710.48,EUR,Zamówienie 229
100230,2026-01-01T08:45:10.000Z,klient525,PL,shipped,583.83,USD,Zamówienie 230
100231,2026-01-01T08:47:27.000Z,klient776,DE,delivered,12.43,PLN,Zamówienie 231
100232,2026-01-01T08:49:44.000Z,klient177,GB,pending,165.81,EUR,Zamówienie 232
100233,2026-01-01T08:52:01.000Z,klient371,US,paid,368.89,USD,Zamówienie 233
100234,2026-01-01T08:54:18.000Z,klient137,FR,shipped,365.06,PLN,
100235,2026-01-01T08:56:35.000Z,klient332,PL,delivered,7.20,EUR,Zamówienie 235
100236,2026-01-01T08:58:52.000Z,klient5,DE,pending,507.57,USD,Zamówienie 236
100237,2026-01-01T09:01:09.000Z,klient383,GB,paid,240.96,PLN,Zamówienie 237
100238,2026-01-01T09:03:26.000Z,klient38,US,shipped,350.87,EUR,Zamówienie 238
100239,2026-01-01T09:05:43.000Z,klient694,FR,delivered,692.19,USD,Zamówienie 239
100240,2026-01-01T09:08:00.000Z,klient487,PL,pending,575.10,PLN,
100241,2026-01-01T09:10:17.000Z,klient887,DE,paid,769.33,EUR,Zamówienie 241
100242,2026-01-01T09:12:34.000Z,klient300,GB,shipped,692.31,USD,Zamówienie 242
100243,2026-01-01T09:14:51.000Z,klient735,US,delivered,638.64,PLN,Zamówienie 243
100244,2026-01-01T09:17:08.000Z,klient842,FR,pending,555.87,EUR,Zamówienie 244
100245,2026-01-01T09:19:25.000Z,klient635,PL,paid,256.69,USD,Zamówienie 245
100246,2026-01-01T09:21:42.000Z,klient272,DE,shipped,636.32,PLN,
100247,2026-01-01T09:23:59.000Z,klient306,GB,delivered,609.63,EUR,Zamówienie 247
100248,2026-01-01T09:26:16.000Z,klient55,US,pending,460.48,USD,Zamówienie 248
100249,2026-01-01T09:28:33.000Z,klient520,FR,paid,191.92,PLN,Zamówienie 249
100250,2026-01-01T09:30:50.000Z,klient412,PL,shipped,530.41,EUR,Zamówienie 250
100251,2026-01-01T09:33:07.000Z,klient814,DE,delivered,239.91,USD,Zamówienie 251
100252,2026-01-01T09:35:24.000Z,klient12,GB,pending,460.08,PLN,
100253,2026-01-01T09:37:41.000Z,klient432,US,paid,35.09,EUR,Zamówienie 253
100254,2026-01-01T09:39:58.000Z,klient45,FR,shipped,321.80,USD,Zamówienie 254
100255,2026-01-01T09:42:15.000Z,klient164,PL,delivered,541.88,PLN,Zamówienie 255
100256,2026-01-01T09:44:32.000Z,klient660,DE,pending,638.54,EUR,Zamówienie 256
100257,2026-01-01T09:46:49.000Z,klient694,GB,paid,624.79,USD,Zamówienie 257
100258,2026-01-01T09:49:06.000Z,klient453,US,shipped,743.35,PLN,
100259,2026-01-01T09:51:23.000Z,klient819,FR,delivered,422.51,EUR,Zamówienie 259
100260,2026-01-01T09:53:40.000Z,klient851,PL,pending,739.16,USD,Zamówienie 260
100261,2026-01-01T09:55:57.000Z,klient304,DE,paid,727.80,PLN,Zamówienie 261
100262,2026-01-01T09:58:14.000Z,klient715,GB,shipped,396.03,EUR,Zamówienie 262
100263,2026-01-01T10:00:31.000Z,klient359,US,delivered,224.71,USD,Zamówienie 263
100264,2026-01-01T10:02:48.000Z,klient447,FR,pending,766.79,PLN,
100265,2026-01-01T10:05:05.000Z,klient659,PL,paid,275.77,EUR,"Uwaga: ""pilne"", sprawdzić"
100266,2026-01-01T10:07:22.000Z,klient684,DE,shipped,599.55,USD,Zamówienie 266
100267,2026-01-01T10:09:39.000Z,klient570,GB,delivered,577.02,PLN,Zamówienie 267
100268,2026-01-01T10:11:56.000Z,klient558,US,pending,656.74,EUR,Zamówienie 268
100269,2026-01-01T10:14:13.000Z,klient75,FR,paid,632.46,USD,Zamówienie 269
100270,2026-01-01T10:16:30.000Z,klient826,PL,shipped,143.03,PLN,
100271,2026-01-01T10:18:47.000Z,klient364,DE,delivered,591.26,EUR,Zamówienie 271
100272,2026-01-01T10:21:04.000Z,klient699,GB,pending,408.68,USD,Zamówienie 272
100273,2026-01-01T10:23:21.000Z,klient382,US,paid,755.05,PLN,Zamówienie 273
100274,2026-01-01T10:25:38.000Z,klient891,FR,shipped,120.50,EUR,Zamówienie 274
100275,2026-01-01T10:27:55.000Z,klient592,PL,delivered,187.97,USD,Zamówienie 275
100276,2026-01-01T10:30:12.000Z,klient513,DE,pending,376.12,PLN,
100277,2026-01-01T10:32:29.000Z,klient489,GB,paid,326.47,EUR,Zamówienie 277
100278,2026-01-01T10:34:46.000Z,klient610,US,shipped,485.67,USD,Zamówienie 278
100279,2026-01-01T10:37:03.000Z,klient754,FR,delivered,79.07,PLN,Zamówienie 279
100280,2026-01-01T10:39:20.000Z,klient173,PL,pending,688.62,EUR,Zamówienie 280
100281,2026-01-01T10:41:37.000Z,klient65,DE,paid,652.91,USD,Zamówienie 281
100282,2026-01-01T10:43:54.000Z,klient285,GB,shipped,513.47,PLN,
100283,2026-01-01T10:46:11.000Z,klient311,US,delivered,647.97,EUR,Zamówienie 283
100284,2026-01-01T10:48:28.000Z,klient198,FR,pending,117.26,USD,Zamówienie 284
100285,2026-01-01T10:50:45.000Z,klient420,PL,paid,486.10,PLN,Zamówienie 285
100286,2026-01-01T10:53:02.000Z,klient92,DE,shipped,777.19,EUR,Zamówienie 286
100287,2026-01-01T10:55:19.000Z,klient57,GB,delivered,500.06,USD,Zamówienie 287
100288,2026-01-01T10:57:36.000Z,klient462,US,pending,138.10,PLN,
100289,2026-01-01T10:59:53.000Z,klient723,FR,paid,743.42,EUR,Zamówienie 289
100290,2026-01-01T11:02:10.000Z,klient605,PL,shipped,25.84,USD,Zamówienie 290
100291,2026-01-01T11:04:27.000Z,klient166,DE,delivered,470.58,PLN,Zamówienie 291
100292,2026-01-01T11:06:44.000Z,klient202,GB,pending,243.99,EUR,Zamówienie 292
100293,2026-01-01T11:09:01.000Z,klient391,US,paid,135.36,USD,Zamówienie 293
100294,2026-01-01T11:11:18.000Z,klient93,FR,shipped,382.71,PLN,
100295,2026-01-01T11:13:35.000Z,klient619,PL,delivered,757.78,EUR,Zamówienie 295
100296,2026-01-01T11:15:52.000Z,klient588,DE,pending,528.16,USD,Zamówienie 296
100297,2026-01-01T11:18:09.000Z,klient422,GB,paid,282.33,PLN,Zamówienie 297
100298,2026-01-01T11:20:26.000Z,klient77,US,shipped,257.85,EUR,Zamówienie 298
100299,2026-01-01T11:22:43.000Z,klient514,FR,delivered,495.81,USD,Zamówienie 299
100300,2026-01-01T11:25:00.000Z,klient805,PL,pending,59.34,PLN,
100301,2026-01-01T11:27:17.000Z,klient230,DE,paid,57.19,EUR,Zamówienie 301
100302,2026-01-01T11:29:34.000Z,klient440,GB,shipped,568.40,USD,Zamówienie 302
100303,2026-01-01T11:31:51.000Z,klient840,US,delivered,65.84,PLN,Zamówienie 303
